Marca,Nome do Produto,EAN,Preço com Desconto,Preço sem Desconto,Valor do Desconto
HEBRON/QUESALON,Imunoglucan DS caixa com 30 cápsulas,7896685303467,110.9,110.9,0.0
EUROFARMA RX,Dualgi 200mg + 500mg - 12 comprimidos,7891317027179,28.51,33.31,4.800000000000001
EUROFARMA RX,Lind 30mg - 30 Cápsulas,7891317032432,244.29,292.1,47.81000000000003
EUROFARMA RX,Dep 60mg - 30 cápsulas,7891317487553,140.41,140.41,0.0
EUROFARMA RX,Dep 30mg - 30 cápsulas,7891317487638,70.5,70.5,0.0
HERTZ P-2,Sanasar Sabonete 100mg - 80g,7896331708837,20.39,20.4,0.00999999999999801
VITAMEDIC GENERICO,Fluconid 150mg 1 cápsula - Vitamedic Genérico,7898049793235,3.55,13.88,10.330000000000002
UNIAO QUIMICA GENERICO,Simeticona 125mg com 10 cápsulas - União Química Genérico,7896006214441,6.99,20.53,13.540000000000001
TEUTO GENERICO,Diurix 25mg 30 comprimidos - Teuto Genérico,7896112122432,4.66,4.66,0.0
RANBAXY,Rosuvastatina Cálcica 5mg com 30 Comprimidos - Ranbaxy Genérico,7897076922212,8.04,32.2,24.160000000000004
PHARLAB,Aciclovir 200mg com 60 Comprimidos - Pharlab Genérico,7898216366811,37.05,182.82,145.76999999999998
NEO QUIMICA GENERICO,Succinato de Metoprolol 50mg com 30 Comprimidos - Neo Química Genérico,7898947385730,23.15,40.09,16.940000000000005
NEO QUIMICA GENERICO,Succinato de Solifenancina 5mg com 30 Comprimidos - Neo Química Genérico,7896714293615,62.16,134.91,72.75
NEO QUIMICA GENERICO,Succinato de Solifenancina 10mg com 30 Comprimidos - Neo Química Genérico,7896714293622,67.84,165.11,97.27000000000001
MULTILAB,Diazepam 5mg com 30 Comprimidos - Multilab Genérico,7895296411011,7.65,16.35,8.700000000000001
EUROFARMA GENERICO,Valsartana 320 mg 30 comprimidos - Eurofarma Genérico,7891317017040,52.76,77.28,24.520000000000003
EUROFARMA GENERICO,Trometamol Cetorolaco 10mg 20 comprimidos - Eurofarma Genérico,7891317028244,30.08,60.92,30.840000000000003
EUROFARMA GENERICO,Citrato de Tamoxifeno 20mg 30 comprimidos - Eurofarma Genérico,7891317035075,45.58,192.23,146.64999999999998
EMS GENERICO,Ondansetrona 4mg com 10 Comprimidos - EMS Genérico,7896004790169,15.19,53.74,38.550000000000004
EMS GENERICO,"Naratriptana 2,5mg 10 Comprimidos - Ems Genérico",7896004792316,27.14,40.46,13.32
EMS GENERICO,Bromoprida gts 20ml - EMS Genérico,7896004701233,10.71,20.62,9.91
BIOSINTETICA,"Valsartana hidroclorotiazida 160mg/12,5mg com 30 comprimidos - Biosintetica Genérico",7896181922834,46.43,55.62,9.189999999999998
EUROFARMA GENERICO,Sulfato de Hidroxicloroquina 400mg 30 comprimidos - Eurofarma Genérico,7891317010034,51.43,89.1,37.669999999999995
EUROFARMA GENERICO,Prednisolona 5mg 20 comprimidos - Eurofarma Genérico,7891317004316,18.0,18.0,0.0
GERMED GENERICO,Ondansetrona 8mg com 10 Comprimidos - Germed Genérico,7896004821627,19.08,50.07,30.990000000000002
NOVA QUIMICA GENERICO,Cloridrato de Fexofenadina 6mg/mL 150ml - Nova Química,7896472521814,56.92,86.92,30.0
HERTZ P-2,Supravit Nutri Sem Sabor Suplemento Alimentar 800g,7896331709308,119.0,119.0,0.0
CIMED,Hidratante Labial Carmed Fini Beijos - 10g,7897947601857,20.99,29.9,8.91
CIMED,Hidratante Labial Carmed Fini Dentadura - 10g,7897947601864,23.99,29.9,5.91
CIMED,Hidratante Labial Carmed Fini Banana - 10g,7897947601840,23.99,29.9,5.91
ACNASE,"Nausicalm Cápsula Mole 50mg, caixa com 10 cápsulas moles",07896006297925,12.69,13.26,0.5700000000000003
BELFAR,Hidroten Pó C/4 Sachês,7897917001946,14.9,14.9,0.0
PROCTER  GAMBL,Teste de Gravidez Clearblue Early,7500435137959,25.9,25.9,0.0
PROCTER  GAMBL,Teste de Gravidez Clearblue Detecção Rápida -  com 2 Unidades,7506339305142,25.47,38.9,13.43
PROCTER  GAMBL,Femibion 1 com 28 Comprimidos - Procter Gambl,7500435185011,87.89,110.9,23.010000000000005
PROCTER  GAMBL,Teste de Ovulação Digital - Clearblue,7506339305159,119.03,125.99,6.959999999999994
PROCTER  GAMBL,Femibion 2 - 28 Comprimidos e 28 Cápsulas,7500435185028,116.4,121.9,5.5
PROCTER  GAMBL,Citoneurin 5000mcg + 100mg + 100mg com 90 Drágeas - Procter Gambl,7891721201813,203.06,262.94,59.879999999999995
TEUTO GENERICO,Paracetamol Bebê Gotas com 15ml - Teuto Genérico,7896112168430,8.68,24.62,15.940000000000001
MAXINUTRI,Vitamina B12 com 60 Comprimidos Mastigáveis - MaxiNutri,7898593053366,49.9,49.9,0.0
MAXINUTRI,Coenzima Q10 100mg com 60 Cápsulas - MaxiNutri,7898593050563,68.09,76.99,8.899999999999991
GERMED GENERICO,Amoxicilina+ Clavulanato de Potássio 875mg com 20 Comprimidos - Germed Genérico,7896004784304,85.11,108.62,23.510000000000005
MAXINUTRI,"Vitamina B12 9,94mg com 60 Cápsulas - MaxiNutri",7898593050488,29.9,29.9,0.0
GLOBO GENERICO,Cloridrato de Loperamida 2mg 12 comprimidos - Globo Genérico,7898060132600,6.26,6.26,0.0
BELFAR,Cloridrato de Metoclopramida Gotas 10ml - Belfar Genérico,7897917005746,2.49,2.49,0.0
NEO QUIMICA GENERICO,Cefalexina 250mg Suspensão de Uso Oral 100ml - Neo Química Genérico,7896714202617,22.59,37.63,15.040000000000003
PHARLAB,Cloridrato de Hidroxizina Xarope com 100ml - Pharlab Genérico,7898216367085,16.24,28.55,12.310000000000002
TEUTO GENERICO,Axetilcefuroxima 500mg 10 Comprimidos - Teuto Genérico,7896112107453,63.08,102.18,39.10000000000001
EMS GENERICO,Tartarato de Brimonidina 2mg/ml 5ml - EMS Genérico,7896004726854,32.65,71.32,38.669999999999995
ALTHAIA,Etodolaco 500mg com 14 Comprimidos Revestidos - Althaia Genérico,7898687733990,21.83,31.38,9.55
ALTHAIA,Telmisartana 40mg com 30 Comprimidos - Althaia Genérico,7898569762803,56.82,79.86,23.04
MAXINUTRI,Coenzima Q10 Maxinutri com 60 Cápsulas - MaxiNutri,7898593053472,70.64,70.64,0.0
EUROFARMA OAZ,Creme de Ureia 10% Oaz - 300ml,7891317024321,52.26,52.26,0.0
DIVERSOS SIMILARES,Enxak com 12 Comprimidos,7893736010053,19.56,20.12,0.5600000000000023
BIOSINTETICA GENERICO,Acetato de Ciproterona + Etinilestradiol com 63 Comprimidos - Biosintética Genérico,7898907313872,30.98,53.15,22.169999999999998
ALTHAIA,Acetato de Clormadinona + Etinilestradiol com 21 Comprimidos - Althaia Genérico,7898569762742,22.8,37.69,14.889999999999997
TEUTO GENERICO,Cefalexina 250mg Suspensão de Uso Oral 100ml - Teuto Genérico,7896112128861,18.4,51.15,32.75
TEUTO SIMILAR,Teutovit E 400ui com 30 Cápsulas - Teuto,7896112116929,21.19,40.54,19.349999999999998
TEUTO GENERICO,Tartarato de Brimonidina 2mg/ml 5ml - Teuto Genérico,7896112129363,24.3,56.49,32.19
NATIVITA GENERICO,Cloridrato de Hidroxizina Xarope 100ml - Nativita Genérico,7897848501195,12.09,24.14,12.05
PHARLAB,Vazidin MR 35mg com 60 Comprimidos - Pharlab,7898216360772,92.19,125.92,33.730000000000004
LEGRAND GENERICO,Repopil 3bl x 21 Drágeas - Legrand Genérico,7896004734026,50.31,67.84,17.53
LEGRAND GENERICO,Maleato de Trimebutina 200mg com 60 Comprimidos - Legrand Genérico,7894916148733,76.79,122.89,46.099999999999994
AROVIDA,Bismu-Jet Gotas - 20ml,7896004810140,28.67,35.43,6.759999999999998
BUNKER,Dermosalic Solução Dermatológica com 30ml - Bunker,7893454100654,22.6,47.27,24.67
TEUTO SIMILAR,Baclofen 10mg com 20 Comprimidos - Teuto,7896112141693,8.04,26.05,18.01
DIVERSOS SIMILARES,Planta Gold Sabor Laranja - 30 Sachês,7898277712886,63.32,104.8,41.48
EUROFARMA GENERICO,Nitrato de Fenticonazol Creme Vaginal 40g - Eurofarma Genérico,7891317488833,31.17,53.19,22.019999999999996
PHARLAB,Hervirax 200mg com 25 Comprimidos - Pharlab,7898216360284,28.99,53.09,24.100000000000005
TEUTO SIMILAR,Profergan Creme com 30g - Teuto,7896112180616,16.9,17.55,0.6500000000000021
NEO QUIMICA SIMILAR,Plesonax 5mg com 20 Comprimidos - Neo Química,7896714215037,7.71,8.83,1.12
TEUTO SIMILAR,Digestil 10mg com 20 Comprimidos - Teuto,7896112170273,12.99,20.46,7.470000000000001
PHARLAB,Artritec 15mg com 10 Comprimidos - Pharlab,7898216360598,18.25,27.87,9.620000000000001
TEUTO GENERICO,Cimetidina 200mg com 20 Comprimidos - Teuto Genérico,7896112119609,25.13,30.26,5.130000000000003
ARTE NATIVA,Camomine C Baby com 20 Cápsulas - Arte Nativa,7898277713210,28.19,28.19,0.0
EUROFARMA GENERICO,Amoxicilina + Clavulanato de Potássio 875mg com 20 Comprimidos - Eurofarma Genérico,7891317461089,80.42,272.99,192.57
RANBAXY,Amoxicilina + Clavulanato de Potássio 875mg com 20 Comprimidos - Ranbaxy Genérico,7897076922557,74.78,118.04,43.260000000000005
PHARLAB,Hervirax Creme com 10g - Pharlab,7898216360291,15.99,28.97,12.979999999999999
GERMED GENERICO,Brometo de Ipratropio 20ml - Germed Genérico,7896004725437,7.95,18.88,10.93
EMS GENERICO,Cefalexina 250mg Ssupensão de Uso Oral 100ml - EMS Genérico,7896004704364,33.44,64.2,30.760000000000005
EMS GENERICO,Amoxicilina + Clavulanato de Potássio 875mg com 20 Comprimidos - EMS Genérico,7896004759609,89.84,108.62,18.78
EMS GENERICO,Nitrato de Fenticonazol Creme Vaginal  40g - EMS Genérico,7896004728766,32.62,55.69,23.07
TEUTO GENERICO,Brometo de Ipratropio 20ml - Teuto Genérico,7896112114413,8.12,12.4,4.280000000000001
DELTA,Pioletal Loção com 60ml - Delta,7893454103914,21.73,32.51,10.779999999999998
TEUTO GENERICO,Nitrofurantoina 100mg com 28 Cápsulas - Teuto Genérico,7896112166221,10.65,10.65,0.0
NATULAB,Rifotrat Spray com 20ml - Natulab,7898133134784,19.06,20.68,1.620000000000001
TEUTO SIMILAR,Cetocort Creme com 30g - Teuto,7896112143598,16.9,21.64,4.740000000000002
MERCK GENERICO,Acetato de Ciproterona + Etinilestradiol com 63 Comprimidos - Merck Genérico,7891721029417,49.82,53.14,3.3200000000000003
NEO QUIMICA SIMILAR,Senareti Geleia - 150g,7896622304090,63.09,63.83,0.7399999999999949
NATULAB,Hidralyte Sabor Guaraná - 500ml,7898133139246,19.2,19.2,0.0
NATULAB,Hidralyte Sabor Coco com 500ml - Natulab,7898133139253,17.9,17.9,0.0
BELFAR,Boldo Belfar com 100ml - Belfar,7897917003506,12.9,12.9,0.0
AIRELA,Leflora com 12 Cápsulas - Airela,7894164008216,27.85,27.85,0.0
GLOBO GENERICO,Cloridrato de Hidroxizina Xarope100ml - Globo Genérico,7898060133249,12.94,25.97,13.03
RANBAXY,Axetilcefuroxima 500mg com 10 Comprimidos - Ranbaxy Genérico,7897076907615,72.25,134.68,62.43000000000001
BELFAR,Belfactrim com 20 Comprimidos - Belfar,7897917000260,12.49,19.74,7.249999999999998
NEO QUIMICA SIMILAR,Neo Fedipina 20mg com 30 Comprimidos - Neo Química,7896714200125,19.05,31.49,12.439999999999998
NEO QUIMICA GENERICO,Axetilcefuroxima 500mg com 10 Comprimidos - Neo Química Genérico,7896714273815,79.98,117.2,37.22
TEUTO SIMILAR,Digestil Gotas com 20ml - Teuto,7896112141679,10.49,15.72,5.23
MULTILAB,Deltalab Loção - 100ml,7896472500253,13.65,18.92,5.270000000000001
TEUTO GENERICO,Cimetidina 200mg com 10 Comprimidos - Teuto Genérico,7896112110378,12.39,16.29,3.8999999999999986
TEUTO SIMILAR,Dexason Elixir com 100ml - Teuto,7896112127673,10.99,11.14,0.15000000000000036
GERMED GENERICO,Paracetamol Bêebe Gotas 15ml - Germed Genérico,7896004716282,28.49,28.49,0.0
AIRELA,Hidrali 45 Laranja com 500ml - Airela,7894164005420,17.15,17.15,0.0
TEUTO GENERICO,Cloridrato de Metoclopramida Gotas 10ml - Teuto Genérico,7896112144816,8.63,8.63,0.0
GERMED GENERICO,Cloridrato de Bupropiona 300mg com 30 Comprimidos - Germed Genérico,7896004820767,89.9,169.5,79.6
EMS,Nimesulida Gotas 15ml - EMS Genérico,7896004704043,21.9,31.23,9.330000000000002
NEO QUIMICA SIMILAR,"Neosoro Fluid 0,9% - 240ml",7896714295305,38.38,86.49,48.10999999999999
NEO QUIMICA GENERICO,Vitamina D3 50.000UI com 4 Cápsulas - Neo Química Genérico,7896714292687,21.04,80.07,59.029999999999994
NEO QUIMICA GENERICO,Vitamina D3 10.000UI com 4 Cápsulas - Neo Química Genérico,7896714292670,13.95,34.03,20.080000000000002
NEO QUIMICA GENERICO,Vitamina D3 7.000UI com 10 Cápsulas - Neo Química Genérico,7896714292656,9.71,35.16,25.449999999999996
NEO QUIMICA GENERICO,Predinisoloa 40mg com 7 Comprimidos - Neo Química Genérico,7896714295404,23.86,37.34,13.480000000000004
ALMARONI,Biotina 500mg com 60 Cápsulas - Bioalive,7898408100308,36.9,39.9,3.0
EUROFARMA GENERICO,Cloridrato de Duloxetina 30mg com 30 Cápsulas - Eurofarma Genérico,7891317011338,67.94,136.47,68.53
TEUTO GENERICO,Valsartana 160mg com 30 Comprimidos Revestidos - Teuto Genérico,7896112192626,33.79,68.91,35.12
NEO QUIMICA GENERICO,Prednisolona 20mg com 10 Comprimidos - Neo Química Genérico,7896714295381,8.68,21.4,12.719999999999999
MARJAN,Vitergan Cog com 60 Cápsulas - Marjan,7896226110226,145.9,145.9,0.0
ARESE,Otodrat Solução Hidratante - 4ml,7899824401512,69.9,69.9,0.0
APSEN,Duepoli 500mg com 60 Comprimidos - Apsen,7896637035651,77.9,96.77,18.86999999999999
APSEN,Duepoli 500mg com 30 Comprimidos - Apsen,7896637035637,45.95,56.11,10.159999999999997
BAYER RX,Firialta 20mg com 28 Comprimidos - Bayer,7891106915649,182.91,216.27,33.360000000000014
NEO QUIMICA SIMILAR,Flavonid 900mg +100mg com 60 Comprimidos Revestidos - Neo Química,7896714292779,112.39,215.27,102.88000000000001
SIGMA PHARMA OTC,Gelmax Dim Suspensão Oral com 240ml -  Sigma Pharma,7896004721361,43.99,48.88,4.890000000000001
MOMENTA,Magnérsio + Quelatus com 60 Conmprimidos - Momenta,7891317038915,114.99,114.99,0.0
CIFARMA,H.bacter 14 Dias com 56 Cápsulas - Cifarma,7908020507345,368.56,428.56,60.0
GSK OTC,Leite de Magnésia Eno Tradicional Sachê - 10ml,7896090611652,4.9,4.9,0.0
SUPERA,Multi- Bi 495mg com 10 Cápsulas - Supera,7899420508646,100.9,100.9,0.0
ZODIAC ADIUM,Nusira 25mg + 25mg com 20 Comprimidos - Zodiac,7892953209394,75.28,93.54,18.260000000000005
ASTRAZENECA,Lokelma 5g com 3 Envelopes - Astrazeneca,5000456031387,193.89,222.48,28.590000000000003
TEUTO GENERICO,Cloridrato de Fexofenadina Teuto Genérico 120mg - 10 comprimidos,7896112103998,13.99,37.4,23.409999999999997
LIBBS,Jolik Solução Oral com 225ml - Libbs,7896094211728,143.62,189.01,45.389999999999986
GERMED GENERICO,Bilastina 20mg com 30 Comprimidos - Germed Genérico,7896004821665,50.7,76.27,25.569999999999993
PHARLAB,"Hemifumarato De Bisoprolol 1,25mg com 30 Comprimidos - Pharlab Genérico",7898216367283,20.83,42.48,21.65
MARJAN,Dozemast NP com 60 Comprimidos - Marjan,7896226110455,114.34,114.34,0.0
TORRENT,Rosucor Eze 5mg + 10mg com 30 Cápsulas - Torrrent,8903855092768,62.62,62.62,0.0
TORRENT,Rosucor Eze 10mg + 10mg com 30 Cápsulas - Torrent,8903855092782,71.94,71.94,0.0
TORRENT,Rosucor Eze 20mg + 10mg com 30 Cápsulas - Torrent,8903855092805,102.59,102.59,0.0
PRATI DONADUZZI GENERICO,Cloridrato de Ambroxol Xarope 3mg/ml com 120ml - Prati-Donaduzzi Genérico,7898148293834,8.95,82.5,73.55
PFIZER,Inspra 25mg com 30 Comprimidos - Pfizer,7908236801213,59.94,68.8,8.86
ACHE RX,"Allestra 15 0,015mg + 0,06mg com 84 comprimidos - Ache",7896658035968,67.14,83.11,15.969999999999999
MYRALIS,Myrafer C 80mg com 30 Comprimidos - Myralis,7898430194757,71.99,71.99,0.0
SUPERA,Multi-Bi 495mg com 30 Cápsulas - Supera,7899420508653,255.9,255.9,0.0
TORRENT GENERICO,Bromidrato de Citalopram20mg com 30 Comprimidos -  Torrent Genérico,8903855090467,8.35,47.63,39.28
EUROFARMA RX,Bup XL150mg com 60 Comprimidos - Eurofarma,7891317036966,165.89,165.89,0.0
MOMENTA,Spark XR 500mg com 30 Comprimidos - Momenta,7891317031756,110.11,132.06,21.950000000000003
MOMENTA,Spark XR 750mg com 30 Comprimidos - Momenta,7891317031787,166.3,198.07,31.769999999999982
AIRELA,Gênova Pele com 30 Comprimidos - Eurofarma,7891317020330,214.9,214.9,0.0
NEO QUIMICA GENERICO,"Bronferinamina + Fenilefrina 2 + 2,5mg/ml 20ml - Neo Química Genérico",7896714293370,18.32,18.32,0.0
NEO QUIMICA GENERICO,Bronfeniramina + Fenilefrina 12 + 15mg com 12 Ccomprimidos - Neo Química Genérico,7896714295077,27.33,27.33,0.0
BIOLAB RX,Lide 400mg com 10 Comprimidos - Biolab,7896112408727,33.4,38.84,5.440000000000005
RECKITT BENCKISER RB,Naldecon Febre com 10 Comprimidos,7898962943403,19.9,19.9,0.0
EUROFARMA RX,Totacef 500mg com 14 Comprimidos - Eurofarma,7891317018177,75.8,86.14,10.340000000000003
EMS GENERICO,Etoricoxibe 60mg com 14 Comprimidos - EMS Genérico,7896004781372,40.71,40.71,0.0
BIOLAB GENERICO,Succinato de Solifenacina 10mg com 30 Comprimidos - Biolab Genérico,7896112407669,116.12,167.36,51.24000000000001
BIOLAB GENERICO,Succinato de Solifenancina 5mg com 30 Comprimidos - Biolab Genérico,7896112407652,79.99,137.07,57.08
SANDOZ GENERICO,"Apixabana 2,5mg com 20 Comprimidos - Sandoz Genérico",7897595634764,35.43,63.38,27.950000000000003
BAYER OTC,Gino Canesten 500mg - 1 Comprimido + 1 Aplicador,7891106916059,81.02,81.02,0.0
NEO QUIMICA GENERICO,Besilato de Levanlodipino 5mg com 30 Comprimidos - Neo Química Genérico,7896714292236,70.31,86.55,16.239999999999995
NEO QUIMICA GENERICO,"Besilato de Levanlodipino 2,5mg com 30 Comprimidos - Neo Química Genérico",7896714292212,34.42,44.55,10.129999999999995
ACNASE,"Celestrat 2+0,25mg com 20 Comprimidos - União Química",7896006241003,15.3,15.31,0.009999999999999787
SIGMA PHARMA RX,"Bramicar HCT 80/12,5mg com 30 Comprimidos - Sigma Pharma",7894916510011,78.34,101.53,23.189999999999998
ACHE RX,Divena 40mg com 30 Comprimidos - Ache,7896658027604,59.44,69.12,9.680000000000007
SIGMA PHARMA RX,"Bramicar HCT 40/12,5mg com 30 Comprimidos - Sigma Pharma",7894916510004,79.93,101.53,21.599999999999994
MEDLEY GENERICOS,Oxalato de Escitalopram 10mg 30 comprimidos - Medley Genéricos,7896422525398,16.9,52.95,36.050000000000004
BIOSINTETICA GENERICO,Oxalato de Escitalopram 10mg com 30 Comprimidos - Biosintetica Genérico,7896181900351,12.99,56.43,43.44
DELTA,Oxalato de Escitalopram 10mg com 30 Comprimidos - Delta Genérico,7893454101262,11.93,123.19,111.25999999999999
GEOLAB,Apaxy 300mg - 20 comprimidos,7899095258990,26.9,30.83,3.9299999999999997
LUNDBECK,Lexapro 10mg com 60 Comprimidos - Lundbeck,5702150151186,404.54,445.09,40.549999999999955
ACNASE,Betaprospan 5mg+2mg - 1 ampola,7896006248927,23.1,28.3,5.199999999999999
ACNASE,Pondicilina Sabor Laranja com 12 Pastilhas - União Quimica,7896006205678,12.9,12.9,0.0
EMS,Aviv 100mg com 30 Comprimidos - Hypera,7896094927155,128.81,152.19,23.379999999999995
TEUTO GENERICO,Amoxicilina 250mg Suspensão 150ml - Teuto Genérico,7896112128052,25.19,38.06,12.870000000000001
EMS,Maxsulid com 30 Comprimidos - Hypera,7896094917897,100.22,116.53,16.310000000000002
UCB BIOPHARMA,Vimpat 100mg com 28 Comprimidos - UCB Biopharma,5413787008797,306.29,360.34,54.049999999999955
CIMED,Valsartana 160mg com 30 Comprimidos - Cimed Genérico,7896523200118,29.7,60.58,30.88
MEDQUIMICA GENERICO,Glibenclamida 5mg com 30 Comprimidos - Medquímica Genérico,7896862923297,7.56,7.56,0.0
BIOLAB RX,Nebilet 5mg com 60 Comprimidos - Biolab,7896112400691,195.7,230.23,34.53
UNIAO QUIMICA GENOM,Zolpaz 10mg com 30 Comprimidos - União Química,7896006215677,44.88,52.8,7.919999999999995
EUROFARMA GENERICO,Cetoprofeno 150mg com 10 Comprimidos - Eurofarma Genérico,7891317001926,16.74,49.16,32.42
TORRENT,Serenata 50mg com 60 Comprimidos - Torrent,8903855076058,140.7,183.91,43.21000000000001
MYRALIS,Dprev 1.000ui - 60 comprimidos,7898430192852,49.04,57.02,7.980000000000004
FARMOQUIMICA,Dolamin Flex com12 Comprimidos - Farmoquímica,7898040322441,44.01,51.78,7.770000000000003
WYETH RX,Elifore 100mg com 28 Comprimidos - Wyeth RX,7891045031493,155.83,179.81,23.97999999999999
ABBOTT RX,Revoc 50mg com 30 Comprimidos - Abbott,7891158101656,105.48,124.5,19.019999999999996
MOMENTA,Quelatus Bari - 60 Comprimidos,7891317031091,144.26,165.9,21.640000000000015
MOMENTA,Quelatus Bari com 30 Comprimidos - Momenta,7891317031107,79.62,93.99,14.36999999999999
SUPERA,Nimegon 100mg com 28 Comprimidos - Supera,7897572004351,285.65,336.06,50.410000000000025
EMS GENERICO,Ezetimiba 10mg com 60 Comprimidos - EMS Genérico,7896004746920,49.9,146.29,96.38999999999999
EUROFARMA GENERICO,Levofloxacino 750mg com 7 Comprimidos - Eurofarma Genérico,7891317003647,54.9,107.98,53.080000000000005
EUROFARMA GENERICO,Levofloxacino 750mg com 5 Comprimidos - Eurofarma Genérico,7891317003630,39.9,77.11,37.21
ABBOTT RX,Aletam 40mg - 30 Cápsulas,7896255767927,107.89,127.49,19.599999999999994
BIOLAB RX,Nebilet 5mg com 30 Comprimidos - Biolab,7896112400684,132.81,156.25,23.439999999999998
GERMED GENERICO,Cloridrato de Fluoxetina 20mg com 30 Cápsulas - Germed Genérico,7896004762203,9.72,61.95,52.230000000000004
EMS GENERICO,Paracetamol + Codeína 30mg com 36 Comprimidos - EMS Genérico,7896004756431,53.07,71.64,18.57
EMS,Predsim 20mg com 20 Comprimidos - Hypera,7891142981356,61.62,71.65,10.030000000000008
EMS,Predsim 40mg com 10 Comprimidos - Hypera,7891142981271,76.86,89.37,12.510000000000005
EMS,Alivium 400mg com 20 Cápsulas - Hypera,7891142203434,47.04,54.7,7.660000000000004
APSEN,Levoxin 750mg com 7 Comprimidos - Apsen,7896637023795,74.09,86.15,12.060000000000002
SANKYO PHARMA,Lixiana 60mg com 30 Comprimidos - Sankyo Pharma,7897411602205,118.0,140.01,22.00999999999999
FARMAX,Solução Antimicótica Farmax - 30ml,7896902212527,10.99,10.99,0.0
FARMOQUIMICA,Motix Pomada - 50g,7898040324971,82.99,82.99,0.0
MEDLEY GENERICOS,Cetoprofeno 150mg com 10 Comprimidos - Medley Genérico,7891058002961,22.59,39.04,16.45
EUROFARMA GENERICO,Testosterona 250mg/ml / Ampola 4ml - Eurofarma Genérico,7891317001414,299.0,510.31,211.31
MOMENTA,Prosso Km com 30 Tabletes - Momenta,7891317031398,109.93,128.9,18.97
SANKYO PHARMA,Lixiana 30mg com 30 Comprimidos - Sankyo Pharma,7897411602182,117.89,140.01,22.11999999999999
PRATI DONADUZZI GENERICO,Ginkgo Vital 80mg com 60 Comprimidos - Prati Donaduzzi,7899547508765,31.93,90.37,58.440000000000005
PRATI DONADUZZI GENERICO,Ginkgo Vital 80mg com 30 Comprimidos - Prati Donaduzzi Genérico,7899547508758,17.24,49.0,31.76
